W,L,H,Er,Cond,T,TanD
0.00874,0.000929,0.00011,12.5,60000000.0,5e-07,0.001
0.00322,0.00046,0.000256,12.0,60000000.0,5e-07,0.001
0.00612,0.000566,7.7e-05,13.5,60000000.0,5e-07,0.001
0.000456,0.000398,9.1e-05,12.0,60000000.0,5e-07,0.001
2.41e-06,0.000105,0.000152,13.5,60000000.0,5e-07,0.001
0.000108,0.000684,8.6e-05,9.5,60000000.0,5e-07,0.001
0.0172,5.4e-05,0.000217,12.5,60000000.0,5e-07,0.001
3.61e-06,0.000674,0.000228,11.0,60000000.0,5e-07,0.001
0.000169,0.000222,0.000134,10.0,60000000.0,5e-07,0.001
1.71e-05,0.000448,5.4e-05,9.5,60000000.0,5e-07,0.001
5.21e-05,0.000525,0.000104,12.0,60000000.0,5e-07,0.001
1.06e-05,0.000934,0.000212,10.5,60000000.0,5e-07,0.001
9.67e-05,0.000618,6.1e-05,13.5,60000000.0,5e-07,0.001
2.06e-05,0.000956,6.5e-05,13.0,60000000.0,5e-07,0.001
4.5e-06,0.000676,0.000179,12.5,60000000.0,5e-07,0.001
0.0238,8.2e-05,0.000238,13.5,60000000.0,5e-07,0.001
3.46e-06,0.000342,0.000275,11.5,60000000.0,5e-07,0.001
0.0005,0.000349,5e-05,11.0,60000000.0,5e-07,0.001
2.91e-05,0.000609,0.000116,13.5,60000000.0,5e-07,0.001
0.00395,0.000581,0.000249,12.5,60000000.0,5e-07,0.001
1.82e-05,0.000794,0.000289,14.0,60000000.0,5e-07,0.001
9.51e-05,0.000423,6e-05,9.5,60000000.0,5e-07,0.001
5.7e-05,0.00096,5.7e-05,12.5,60000000.0,5e-07,0.001
1.12e-05,0.000925,0.000282,11.5,60000000.0,5e-07,0.001
3.23e-06,2.9e-05,0.000102,14.0,60000000.0,5e-07,0.001
0.000477,0.000513,6e-05,13.0,60000000.0,5e-07,0.001
0.000421,0.000396,0.000211,11.0,60000000.0,5e-07,0.001
8.66e-05,0.000855,0.000109,13.5,60000000.0,5e-07,0.001
6.5e-05,0.000576,6.5e-05,9.5,60000000.0,5e-07,0.001
0.00308,0.000697,0.000245,12.5,60000000.0,5e-07,0.001
0.000461,0.000575,0.000231,10.5,60000000.0,5e-07,0.001
0.00123,0.000807,0.000245,11.0,60000000.0,5e-07,0.001
0.00852,0.000492,0.00017,14.0,60000000.0,5e-07,0.001
5.3e-07,0.000634,5.3e-05,12.5,60000000.0,5e-07,0.001
0.0158,0.00054,0.000199,14.0,60000000.0,5e-07,0.001
4.18e-05,0.000558,0.000105,10.0,60000000.0,5e-07,0.001
0.00864,0.000786,0.000137,13.5,60000000.0,5e-07,0.001
0.00284,0.000755,0.000284,9.5,60000000.0,5e-07,0.001
0.00317,0.000812,0.0002,13.0,60000000.0,5e-07,0.001
1.6e-06,0.000847,8e-05,12.0,60000000.0,5e-07,0.001
7.94e-05,0.000709,0.000251,9.5,60000000.0,5e-07,0.001
0.00336,0.000972,0.000212,9.5,60000000.0,5e-07,0.001
0.00429,0.000244,0.000215,13.0,60000000.0,5e-07,0.001
2.55e-05,0.000101,6.4e-05,9.0,60000000.0,5e-07,0.001
0.00314,0.00082,0.000125,10.5,60000000.0,5e-07,0.001
0.00271,0.000435,0.000271,10.5,60000000.0,5e-07,0.001
0.00131,0.000438,5.2e-05,9.5,60000000.0,5e-07,0.001
1.01e-05,0.000733,0.000201,12.5,60000000.0,5e-07,0.001
0.00104,0.000387,0.000207,11.5,60000000.0,5e-07,0.001
4.11e-06,4e-05,0.00013,11.5,60000000.0,5e-07,0.001
0.00909,0.00034,0.000144,10.0,60000000.0,5e-07,0.001
0.000118,0.000847,0.000236,13.0,60000000.0,5e-07,0.001
3.96e-06,0.000525,7.9e-05,11.5,60000000.0,5e-07,0.001
2.61e-05,6.2e-05,5.2e-05,11.5,60000000.0,5e-07,0.001
7.9e-06,0.000982,7.9e-05,14.0,60000000.0,5e-07,0.001
3.94e-05,0.000725,9.9e-05,14.0,60000000.0,5e-07,0.001
1.68e-06,4.8e-05,0.000106,10.5,60000000.0,5e-07,0.001
0.0125,0.00072,0.000157,12.5,60000000.0,5e-07,0.001
4.37e-06,0.000292,0.000276,10.5,60000000.0,5e-07,0.001
0.00827,0.000536,0.000165,12.0,60000000.0,5e-07,0.001
5.1e-07,0.000553,5.1e-05,11.5,60000000.0,5e-07,0.001
3.55e-05,0.000629,0.000282,9.5,60000000.0,5e-07,0.001
3.73e-05,0.000559,0.000118,9.5,60000000.0,5e-07,0.001
4.47e-05,0.000802,0.000282,13.5,60000000.0,5e-07,0.001
0.000231,0.000211,9.2e-05,14.0,60000000.0,5e-07,0.001
0.00259,0.000287,6.5e-05,12.5,60000000.0,5e-07,0.001
7.38e-05,0.000227,0.000117,14.0,60000000.0,5e-07,0.001
2.79e-05,4.9e-05,0.000279,14.0,60000000.0,5e-07,0.001
0.00252,0.000288,0.0002,13.5,60000000.0,5e-07,0.001
2.13e-06,0.000631,0.000213,12.0,60000000.0,5e-07,0.001
6e-05,0.000291,0.000239,12.0,60000000.0,5e-07,0.001
0.00245,0.000802,0.000195,12.5,60000000.0,5e-07,0.001
0.000228,0.000559,7.2e-05,12.5,60000000.0,5e-07,0.001
6.65e-06,2.4e-05,0.000167,12.0,60000000.0,5e-07,0.001
3.44e-06,8.5e-05,0.000217,13.0,60000000.0,5e-07,0.001
6.06e-05,0.000601,9.6e-05,12.0,60000000.0,5e-07,0.001
1.36e-05,0.000569,0.000136,13.0,60000000.0,5e-07,0.001
0.000164,0.00075,0.000164,11.5,60000000.0,5e-07,0.001
5.88e-05,0.000625,7.4e-05,9.5,60000000.0,5e-07,0.001
1.98e-06,0.000333,0.000198,14.0,60000000.0,5e-07,0.001
3.15e-05,5.2e-05,7.9e-05,12.5,60000000.0,5e-07,0.001
0.000389,0.000814,0.000123,13.0,60000000.0,5e-07,0.001
6.18e-05,0.00015,0.000246,12.0,60000000.0,5e-07,0.001
2.84e-05,0.000118,0.000179,11.5,60000000.0,5e-07,0.001
0.000263,0.00078,6.6e-05,9.0,60000000.0,5e-07,0.001
0.00111,0.000506,0.00028,10.0,60000000.0,5e-07,0.001
2.38e-05,0.00065,0.0003,9.0,60000000.0,5e-07,0.001
1.64e-06,0.000804,0.000164,14.0,60000000.0,5e-07,0.001
3.62e-06,0.000207,9.1e-05,10.0,60000000.0,5e-07,0.001
9.11e-06,1.1e-05,0.000288,12.5,60000000.0,5e-07,0.001
0.000728,0.000207,0.00029,12.5,60000000.0,5e-07,0.001
1.49e-06,0.000383,0.000118,12.0,60000000.0,5e-07,0.001
0.000219,0.000183,0.000276,9.5,60000000.0,5e-07,0.001
0.0213,0.00033,0.000268,12.5,60000000.0,5e-07,0.001
0.022,0.000519,0.000277,10.0,60000000.0,5e-07,0.001
0.0152,0.000844,0.000152,9.5,60000000.0,5e-07,0.001
0.00082,0.000332,0.00013,9.5,60000000.0,5e-07,0.001
0.003,0.000469,0.000238,11.0,60000000.0,5e-07,0.001
2.39e-05,0.000242,6e-05,10.5,60000000.0,5e-07,0.001
7.82e-05,0.000211,0.000156,12.0,60000000.0,5e-07,0.001
0.000229,0.000756,0.000288,12.0,60000000.0,5e-07,0.001
4.46e-05,0.000798,0.000141,11.0,60000000.0,5e-07,0.001
3.99e-06,0.00091,0.000159,9.0,60000000.0,5e-07,0.001
0.000233,0.000832,0.000233,11.0,60000000.0,5e-07,0.001
0.000638,0.000924,0.000254,10.0,60000000.0,5e-07,0.001
0.00692,0.000164,0.000138,12.0,60000000.0,5e-07,0.001
0.00124,0.000297,0.000248,12.5,60000000.0,5e-07,0.001
3.31e-05,0.00053,6.6e-05,9.0,60000000.0,5e-07,0.001
0.00204,0.000937,0.000257,13.0,60000000.0,5e-07,0.001
0.00466,0.000423,9.3e-05,13.5,60000000.0,5e-07,0.001
4.33e-06,0.000602,0.000137,9.0,60000000.0,5e-07,0.001
0.0141,0.000189,0.000282,14.0,60000000.0,5e-07,0.001
0.000113,0.000815,0.000226,13.5,60000000.0,5e-07,0.001
0.0096,0.000845,9.6e-05,11.0,60000000.0,5e-07,0.001
9.39e-05,7e-06,0.000297,13.0,60000000.0,5e-07,0.001
0.000589,0.000528,0.000295,10.0,60000000.0,5e-07,0.001
3.89e-05,0.000695,0.000123,11.5,60000000.0,5e-07,0.001
0.000832,0.000879,0.000166,11.0,60000000.0,5e-07,0.001
2.64e-05,0.000207,0.000264,9.5,60000000.0,5e-07,0.001
0.000613,0.000955,0.000244,10.0,60000000.0,5e-07,0.001
0.00319,2.7e-05,0.000101,13.5,60000000.0,5e-07,0.001
2.5e-06,2.1e-05,7.9e-05,10.0,60000000.0,5e-07,0.001
7.7e-06,0.00082,7.7e-05,11.0,60000000.0,5e-07,0.001
0.000692,0.000192,0.000138,10.5,60000000.0,5e-07,0.001
0.000125,0.000246,0.000198,13.0,60000000.0,5e-07,0.001
7.56e-05,0.000969,0.00019,11.5,60000000.0,5e-07,0.001
0.00826,0.000101,0.000104,13.5,60000000.0,5e-07,0.001
0.000261,0.000163,0.000131,9.5,60000000.0,5e-07,0.001
4.17e-06,0.000665,0.000263,9.5,60000000.0,5e-07,0.001
7.43e-06,5.2e-05,0.000235,10.0,60000000.0,5e-07,0.001
8.77e-05,0.000658,0.000175,10.5,60000000.0,5e-07,0.001
0.000126,0.000548,0.000199,10.5,60000000.0,5e-07,0.001
0.00327,0.000114,0.000164,14.0,60000000.0,5e-07,0.001
1.01e-05,0.0003,0.000201,12.0,60000000.0,5e-07,0.001
0.00203,0.000177,0.000256,12.0,60000000.0,5e-07,0.001
2.73e-05,0.000587,0.000273,13.5,60000000.0,5e-07,0.001
0.000249,0.000372,0.000198,13.5,60000000.0,5e-07,0.001
0.000244,0.00022,0.000154,9.5,60000000.0,5e-07,0.001
1.74e-06,0.000237,8.7e-05,10.0,60000000.0,5e-07,0.001
0.000632,0.000661,0.0002,10.5,60000000.0,5e-07,0.001
0.0112,0.000723,0.000141,13.0,60000000.0,5e-07,0.001
4.05e-05,0.000811,0.000128,12.5,60000000.0,5e-07,0.001
0.00218,0.000559,0.000173,12.5,60000000.0,5e-07,0.001
0.00233,0.000556,0.000293,13.5,60000000.0,5e-07,0.001
0.00778,0.000927,0.000246,14.0,60000000.0,5e-07,0.001
9.8e-06,0.000679,9.8e-05,13.5,60000000.0,5e-07,0.001
0.00667,1.1e-05,0.000133,12.0,60000000.0,5e-07,0.001
1.72e-05,0.000512,0.000217,13.5,60000000.0,5e-07,0.001
3.95e-06,0.000717,0.000198,12.0,60000000.0,5e-07,0.001
4.25e-06,0.000706,0.000169,12.5,60000000.0,5e-07,0.001
0.000461,0.000626,9.2e-05,14.0,60000000.0,5e-07,0.001
2.4e-05,0.000927,0.000191,10.0,60000000.0,5e-07,0.001
1.67e-06,0.000673,0.000167,11.0,60000000.0,5e-07,0.001
0.000421,0.000156,0.000211,12.5,60000000.0,5e-07,0.001
2.37e-05,0.000843,0.000237,13.0,60000000.0,5e-07,0.001
1.33e-05,0.000119,0.000266,14.0,60000000.0,5e-07,0.001
0.000694,0.000916,0.00011,12.0,60000000.0,5e-07,0.001
0.00286,0.000848,5.7e-05,13.0,60000000.0,5e-07,0.001
6.06e-06,0.00034,0.000121,12.5,60000000.0,5e-07,0.001
2.13e-06,0.000654,0.000107,12.0,60000000.0,5e-07,0.001
6.77e-06,0.000468,0.000135,14.0,60000000.0,5e-07,0.001
0.000114,0.000525,0.000181,12.0,60000000.0,5e-07,0.001
0.0182,0.000498,0.000289,9.5,60000000.0,5e-07,0.001
3.09e-05,0.000832,0.000195,12.5,60000000.0,5e-07,0.001
0.000404,0.000807,0.000255,10.0,60000000.0,5e-07,0.001
0.000296,0.00023,0.000187,10.5,60000000.0,5e-07,0.001
0.000121,0.000882,0.000242,9.5,60000000.0,5e-07,0.001
0.0114,0.000979,0.000143,11.0,60000000.0,5e-07,0.001
0.000233,0.000594,0.000233,12.5,60000000.0,5e-07,0.001
2.43e-06,0.000447,7.7e-05,9.0,60000000.0,5e-07,0.001
2.4e-06,0.00081,0.000191,13.0,60000000.0,5e-07,0.001
8.52e-05,0.000673,0.00017,12.0,60000000.0,5e-07,0.001
0.0096,0.000894,9.6e-05,13.5,60000000.0,5e-07,0.001
0.011,0.000996,0.000276,14.0,60000000.0,5e-07,0.001
6.29e-06,3.8e-05,5e-05,12.0,60000000.0,5e-07,0.001
1.63e-05,0.000659,0.000259,9.5,60000000.0,5e-07,0.001
0.000813,0.00011,0.000257,12.0,60000000.0,5e-07,0.001
0.00022,0.000664,0.000277,12.5,60000000.0,5e-07,0.001
3.74e-06,0.000584,9.4e-05,13.0,60000000.0,5e-07,0.001
0.0141,7.8e-05,0.000224,12.0,60000000.0,5e-07,0.001
1.6e-05,3.1e-05,0.000101,11.5,60000000.0,5e-07,0.001
0.000374,0.000961,9.4e-05,10.0,60000000.0,5e-07,0.001
0.0152,0.000444,0.000241,12.5,60000000.0,5e-07,0.001
0.000298,0.00077,0.000188,9.5,60000000.0,5e-07,0.001
0.0011,0.000679,0.000139,9.5,60000000.0,5e-07,0.001
2.56e-05,0.000158,0.000203,10.5,60000000.0,5e-07,0.001
4.97e-05,0.000545,0.000198,10.5,60000000.0,5e-07,0.001
6.61e-05,0.000732,0.000166,9.5,60000000.0,5e-07,0.001
8.35e-05,0.000639,0.000264,9.5,60000000.0,5e-07,0.001
0.00283,0.00053,7.1e-05,10.0,60000000.0,5e-07,0.001
3.33e-06,0.000923,0.000167,9.5,60000000.0,5e-07,0.001
0.00709,0.000395,0.000178,11.0,60000000.0,5e-07,0.001
2.71e-05,0.000681,5.4e-05,10.0,60000000.0,5e-07,0.001
0.000808,0.000864,0.000203,10.5,60000000.0,5e-07,0.001
0.00149,0.000447,0.000187,11.0,60000000.0,5e-07,0.001
2.97e-05,0.000374,0.000236,13.5,60000000.0,5e-07,0.001
5.53e-05,0.000691,0.00022,12.0,60000000.0,5e-07,0.001
6.72e-06,0.00091,0.000134,10.5,60000000.0,5e-07,0.001
1.31e-05,2.7e-05,0.000261,9.5,60000000.0,5e-07,0.001
9.4e-05,0.000301,9.4e-05,10.5,60000000.0,5e-07,0.001
0.00132,0.000269,0.000209,12.5,60000000.0,5e-07,0.001
4.78e-06,0.000242,0.00012,9.0,60000000.0,5e-07,0.001
9.44e-05,0.000865,0.000237,11.0,60000000.0,5e-07,0.001
0.0198,0.000751,0.000249,13.0,60000000.0,5e-07,0.001
3.72e-05,0.000529,0.000148,9.0,60000000.0,5e-07,0.001
0.0056,0.000732,5.6e-05,11.0,60000000.0,5e-07,0.001
0.00329,0.000491,0.000165,10.0,60000000.0,5e-07,0.001
1.3e-05,0.000988,0.000206,12.0,60000000.0,5e-07,0.001
2.54e-05,0.000335,0.000202,13.5,60000000.0,5e-07,0.001
4.43e-05,0.000799,0.000222,11.5,60000000.0,5e-07,0.001
0.0113,0.000736,0.000284,11.0,60000000.0,5e-07,0.001
0.00867,0.000837,0.000173,13.5,60000000.0,5e-07,0.001
7.7e-06,0.000997,7.7e-05,13.0,60000000.0,5e-07,0.001
0.0146,0.00079,0.000146,11.0,60000000.0,5e-07,0.001
5.51e-05,0.000404,0.00011,9.0,60000000.0,5e-07,0.001
0.00776,0.000662,0.000195,9.5,60000000.0,5e-07,0.001
0.000184,5e-06,0.000184,9.5,60000000.0,5e-07,0.001
2.03e-06,0.00056,8.1e-05,9.0,60000000.0,5e-07,0.001
0.00122,0.00032,6.1e-05,10.5,60000000.0,5e-07,0.001
4.68e-05,0.000265,0.000295,14.0,60000000.0,5e-07,0.001
0.00675,0.000586,0.000107,9.5,60000000.0,5e-07,0.001
0.00665,0.000946,0.000167,9.5,60000000.0,5e-07,0.001
1.88e-05,0.000886,0.000149,11.0,60000000.0,5e-07,0.001
0.000175,0.000516,0.000139,9.5,60000000.0,5e-07,0.001
0.0022,0.000915,0.000277,9.5,60000000.0,5e-07,0.001
0.00694,0.000629,0.00011,14.0,60000000.0,5e-07,0.001
1.54e-05,0.000762,0.000122,11.5,60000000.0,5e-07,0.001
0.0222,0.000602,0.000222,11.5,60000000.0,5e-07,0.001
0.00133,0.000237,0.000211,13.0,60000000.0,5e-07,0.001
8.68e-05,0.000387,0.000218,12.0,60000000.0,5e-07,0.001
0.00536,0.000508,0.000107,11.0,60000000.0,5e-07,0.001
0.000214,0.000697,8.5e-05,9.0,60000000.0,5e-07,0.001
5.01e-06,0.000789,0.0001,12.5,60000000.0,5e-07,0.001
0.00013,0.000614,0.000206,12.5,60000000.0,5e-07,0.001
0.00707,0.000618,0.000112,10.0,60000000.0,5e-07,0.001
1.38e-06,0.000118,0.00011,12.0,60000000.0,5e-07,0.001
3.03e-06,0.000849,7.6e-05,11.0,60000000.0,5e-07,0.001
0.000937,5.4e-05,0.000187,12.0,60000000.0,5e-07,0.001
5.97e-05,0.000122,0.000299,14.0,60000000.0,5e-07,0.001
1.42e-05,0.000716,7.1e-05,13.0,60000000.0,5e-07,0.001
7.44e-06,0.000958,0.000296,13.5,60000000.0,5e-07,0.001
0.0142,0.000358,0.000225,11.0,60000000.0,5e-07,0.001
0.000808,0.000633,0.000203,9.5,60000000.0,5e-07,0.001
2.39e-06,0.000562,0.000151,13.5,60000000.0,5e-07,0.001
0.000426,0.000354,0.000107,11.5,60000000.0,5e-07,0.001
2.79e-05,0.000438,0.000176,11.0,60000000.0,5e-07,0.001
8.88e-06,6.6e-05,5.6e-05,12.0,60000000.0,5e-07,0.001
0.00145,0.000801,0.00023,12.5,60000000.0,5e-07,0.001
0.00116,0.000849,0.000232,11.5,60000000.0,5e-07,0.001
0.0263,0.000117,0.000263,13.5,60000000.0,5e-07,0.001
0.00183,0.000617,0.000145,13.5,60000000.0,5e-07,0.001
1.88e-05,0.00046,7.5e-05,12.0,60000000.0,5e-07,0.001
0.000379,0.000571,0.000151,11.0,60000000.0,5e-07,0.001
2.4e-06,0.000963,0.00024,10.0,60000000.0,5e-07,0.001
1.1e-06,0.000892,8.7e-05,12.0,60000000.0,5e-07,0.001
0.000202,2e-05,6.4e-05,10.0,60000000.0,5e-07,0.001
2.5e-05,0.000109,7.9e-05,12.5,60000000.0,5e-07,0.001
1.14e-05,0.000181,0.000144,12.5,60000000.0,5e-07,0.001
1.74e-06,0.00055,0.000174,14.0,60000000.0,5e-07,0.001
3.4e-06,0.000433,0.00027,13.0,60000000.0,5e-07,0.001
0.0267,0.000633,0.000267,10.0,60000000.0,5e-07,0.001
1.76e-05,9.3e-05,0.000221,10.0,60000000.0,5e-07,0.001
4.23e-05,0.000591,0.000267,10.5,60000000.0,5e-07,0.001
1.71e-05,0.000923,6.8e-05,14.0,60000000.0,5e-07,0.001
0.000521,0.000662,0.000261,14.0,60000000.0,5e-07,0.001
4.53e-06,0.00099,5.7e-05,10.0,60000000.0,5e-07,0.001
0.0149,0.000389,0.000187,13.5,60000000.0,5e-07,0.001
0.01,0.000139,0.000126,10.5,60000000.0,5e-07,0.001
0.000658,0.000957,0.000262,13.5,60000000.0,5e-07,0.001
0.000284,0.000948,0.000179,13.5,60000000.0,5e-07,0.001
9.16e-06,0.000802,0.00023,10.5,60000000.0,5e-07,0.001
2.25e-05,0.000374,0.000113,9.5,60000000.0,5e-07,0.001
0.0132,0.000953,0.000132,11.5,60000000.0,5e-07,0.001
8.19e-05,0.000123,0.000259,10.5,60000000.0,5e-07,0.001
9.02e-06,0.000782,0.00018,10.5,60000000.0,5e-07,0.001
0.000458,0.000102,0.000289,9.5,60000000.0,5e-07,0.001
4.52e-05,0.000489,0.00018,9.0,60000000.0,5e-07,0.001
1.87e-06,0.000707,0.000118,12.5,60000000.0,5e-07,0.001
5.45e-06,0.000609,0.000137,11.0,60000000.0,5e-07,0.001
0.000569,0.000425,0.000285,12.0,60000000.0,5e-07,0.001
0.000354,0.000131,0.000141,10.0,60000000.0,5e-07,0.001
0.000675,0.000617,0.000107,11.5,60000000.0,5e-07,0.001
0.017,0.000457,0.00017,10.5,60000000.0,5e-07,0.001
3.2e-05,0.000818,0.000202,14.0,60000000.0,5e-07,0.001
0.003,0.000333,0.000238,14.0,60000000.0,5e-07,0.001
2.08e-06,0.000444,0.000104,12.5,60000000.0,5e-07,0.001
1.34e-05,0.000438,0.000169,11.0,60000000.0,5e-07,0.001
1.23e-05,0.000851,0.000195,13.5,60000000.0,5e-07,0.001
0.00298,0.000996,0.000298,9.5,60000000.0,5e-07,0.001
3.23e-05,0.000847,0.000162,13.5,60000000.0,5e-07,0.001
2.38e-05,0.00043,0.00015,10.0,60000000.0,5e-07,0.001
3.28e-06,0.000861,5.2e-05,9.5,60000000.0,5e-07,0.001
0.00291,7.8e-05,7.3e-05,11.0,60000000.0,5e-07,0.001
2.09e-05,0.000476,6.6e-05,12.0,60000000.0,5e-07,0.001
0.0176,0.000847,0.000221,12.0,60000000.0,5e-07,0.001
0.0118,0.000308,0.000297,10.0,60000000.0,5e-07,0.001
2.56e-06,0.000505,5.1e-05,9.5,60000000.0,5e-07,0.001
0.000273,0.000126,0.000137,9.0,60000000.0,5e-07,0.001
3.23e-05,0.000802,0.000102,10.5,60000000.0,5e-07,0.001
0.00159,0.00099,0.000252,9.5,60000000.0,5e-07,0.001
0.000568,3.9e-05,0.000226,11.0,60000000.0,5e-07,0.001
3.72e-06,0.000836,5.9e-05,12.0,60000000.0,5e-07,0.001
5.05e-06,0.000633,0.000201,12.5,60000000.0,5e-07,0.001
0.0195,0.000503,0.000245,12.0,60000000.0,5e-07,0.001
0.00255,0.000304,0.000255,11.5,60000000.0,5e-07,0.001
4.63e-05,0.000411,0.000232,13.0,60000000.0,5e-07,0.001
2.37e-06,0.000309,0.000188,9.0,60000000.0,5e-07,0.001
0.000763,3.3e-05,9.6e-05,13.0,60000000.0,5e-07,0.001
2.82e-06,0.000111,0.000178,9.0,60000000.0,5e-07,0.001
0.00384,0.000396,0.000153,9.5,60000000.0,5e-07,0.001
0.00959,0.00083,0.000152,12.5,60000000.0,5e-07,0.001
3.03e-05,0.000118,0.000191,14.0,60000000.0,5e-07,0.001
2.62e-06,0.000401,8.3e-05,10.0,60000000.0,5e-07,0.001
6.69e-06,0.00073,0.000168,12.0,60000000.0,5e-07,0.001
0.00155,0.000493,0.000245,11.0,60000000.0,5e-07,0.001
0.00136,0.000924,0.000108,11.5,60000000.0,5e-07,0.001
0.000145,0.000575,0.000182,11.0,60000000.0,5e-07,0.001
2.9e-06,0.000443,0.000183,9.0,60000000.0,5e-07,0.001
0.000178,6.2e-05,0.000178,10.0,60000000.0,5e-07,0.001
4.54e-05,0.000687,0.000114,10.0,60000000.0,5e-07,0.001
0.0015,0.000661,7.5e-05,11.5,60000000.0,5e-07,0.001
4.69e-06,7.4e-05,0.000235,13.0,60000000.0,5e-07,0.001
0.000569,0.000776,0.000143,10.5,60000000.0,5e-07,0.001
2.81e-06,0.000265,0.000177,14.0,60000000.0,5e-07,0.001
6.8e-07,3.1e-05,5.4e-05,9.0,60000000.0,5e-07,0.001
0.00142,0.000602,7.1e-05,12.0,60000000.0,5e-07,0.001
3.19e-05,0.000495,0.000101,11.5,60000000.0,5e-07,0.001
0.0128,1e-05,0.000128,10.5,60000000.0,5e-07,0.001
0.00613,0.000564,0.000244,9.0,60000000.0,5e-07,0.001
2.79e-06,3e-06,0.000222,10.0,60000000.0,5e-07,0.001
0.00273,4e-06,0.000172,13.0,60000000.0,5e-07,0.001
7.01e-06,0.000285,0.000176,11.5,60000000.0,5e-07,0.001
0.019,0.000357,0.000239,9.0,60000000.0,5e-07,0.001
0.00144,0.000855,7.2e-05,9.5,60000000.0,5e-07,0.001
0.0037,0.000865,0.000117,14.0,60000000.0,5e-07,0.001
0.000319,0.000141,0.00016,12.0,60000000.0,5e-07,0.001
0.000144,0.0002,7.2e-05,11.0,60000000.0,5e-07,0.001
6.64e-05,0.000455,0.00021,9.5,60000000.0,5e-07,0.001
0.00217,0.000751,0.000109,9.0,60000000.0,5e-07,0.001
1.83e-06,0.000148,0.000183,13.0,60000000.0,5e-07,0.001
0.000196,0.000503,9.8e-05,11.0,60000000.0,5e-07,0.001
1.21e-05,0.000114,9.6e-05,13.5,60000000.0,5e-07,0.001
0.00595,0.000578,0.000237,12.5,60000000.0,5e-07,0.001
2.59e-05,0.000848,0.00013,11.5,60000000.0,5e-07,0.001
0.000162,0.000909,0.000129,9.0,60000000.0,5e-07,0.001
0.000303,0.000641,7.6e-05,11.5,60000000.0,5e-07,0.001
0.00141,0.000338,0.000282,13.5,60000000.0,5e-07,0.001
0.00047,0.000635,0.000118,9.5,60000000.0,5e-07,0.001
0.0126,0.00051,0.000251,12.0,60000000.0,5e-07,0.001
0.014,0.000588,0.000222,11.5,60000000.0,5e-07,0.001
0.000211,0.000315,0.000133,12.5,60000000.0,5e-07,0.001
1.8e-05,0.000554,0.00018,12.0,60000000.0,5e-07,0.001
7.32e-05,0.00043,0.000116,13.5,60000000.0,5e-07,0.001
0.00363,0.000708,0.000182,13.0,60000000.0,5e-07,0.001
3.47e-05,1.2e-05,0.000276,12.5,60000000.0,5e-07,0.001
0.00016,0.000684,0.000202,11.5,60000000.0,5e-07,0.001
5.25e-06,0.000378,0.000263,9.0,60000000.0,5e-07,0.001
0.000399,0.000423,0.000252,13.5,60000000.0,5e-07,0.001
6.53e-06,0.00063,0.00026,10.0,60000000.0,5e-07,0.001
0.000449,0.00015,0.000225,10.0,60000000.0,5e-07,0.001
2.72e-05,0.000983,0.000272,9.5,60000000.0,5e-07,0.001
0.000302,0.000136,0.00024,13.0,60000000.0,5e-07,0.001
6.99e-05,2.3e-05,0.000221,10.5,60000000.0,5e-07,0.001
0.0219,0.000902,0.000276,9.5,60000000.0,5e-07,0.001
1.84e-06,0.000453,0.000146,13.5,60000000.0,5e-07,0.001
0.0126,0.000629,0.0002,14.0,60000000.0,5e-07,0.001
0.0147,0.000178,0.000185,14.0,60000000.0,5e-07,0.001
2.24e-06,0.000399,8.9e-05,9.0,60000000.0,5e-07,0.001
0.00264,0.000961,0.00021,13.0,60000000.0,5e-07,0.001
0.000233,1.6e-05,0.000293,12.0,60000000.0,5e-07,0.001
0.000113,0.000559,0.000179,12.0,60000000.0,5e-07,0.001
0.000656,0.000471,0.000261,9.5,60000000.0,5e-07,0.001
0.0142,0.00048,0.000283,11.0,60000000.0,5e-07,0.001
0.00011,0.000216,8.7e-05,9.0,60000000.0,5e-07,0.001
7.46e-05,0.000343,0.000236,12.5,60000000.0,5e-07,0.001
0.00421,0.00026,0.000133,11.0,60000000.0,5e-07,0.001
0.00138,0.000435,0.000276,10.5,60000000.0,5e-07,0.001
1.03e-06,0.000827,8.2e-05,13.0,60000000.0,5e-07,0.001
0.000114,0.000362,0.000181,11.5,60000000.0,5e-07,0.001
2.19e-06,0.000893,0.000219,12.5,60000000.0,5e-07,0.001
2.76e-06,0.000529,5.5e-05,9.0,60000000.0,5e-07,0.001
4.09e-05,0.000232,0.000258,14.0,60000000.0,5e-07,0.001
1.7e-06,0.000107,8.5e-05,12.5,60000000.0,5e-07,0.001
5.46e-05,0.000851,0.000109,13.0,60000000.0,5e-07,0.001
3.26e-05,0.000864,0.000259,13.0,60000000.0,5e-07,0.001
0.00325,0.000444,0.000258,9.0,60000000.0,5e-07,0.001
0.00096,2.6e-05,9.6e-05,9.5,60000000.0,5e-07,0.001
0.000105,0.000397,0.000264,13.5,60000000.0,5e-07,0.001
0.000792,0.000668,5e-05,10.5,60000000.0,5e-07,0.001
0.000649,0.00054,0.000163,9.0,60000000.0,5e-07,0.001
1.13e-06,0.000431,9e-05,11.0,60000000.0,5e-07,0.001
9.85e-06,0.000662,0.000124,14.0,60000000.0,5e-07,0.001
1.98e-06,0.000203,0.000198,14.0,60000000.0,5e-07,0.001
0.00391,0.000204,0.000247,12.5,60000000.0,5e-07,0.001
